Variable,Region,Sector,Qualifier,Year,Value
"sam","Oceania","c_Crops","a_TextWapp",1,20.973545074
"sam","Oceania","c_Crops","a_TextWapp",2,20.973545074
"sam","Oceania","c_Crops","a_TextWapp",3,20.973545074
"sam","Oceania","c_Crops","a_LightMnfc",1,57.710713387
"sam","Oceania","c_Crops","a_LightMnfc",2,57.710713387
"sam","Oceania","c_Crops","a_LightMnfc",3,57.710713387
"sam","Oceania","c_Crops","a_HeavyMnfc",1,1.9272830E+2
"sam","Oceania","c_Crops","a_HeavyMnfc",2,1.9272830E+2
"sam","Oceania","c_Crops","a_HeavyMnfc",3,1.9272830E+2
"sam","Oceania","c_Crops","a_Util_Cons",1,9.5268514E+2
"sam","Oceania","c_Crops","a_Util_Cons",2,9.5268514E+2
"sam","Oceania","c_Crops","a_Util_Cons",3,9.5268514E+2
"sam","Oceania","c_Crops","a_TransComm",1,2.4565572E+3
"sam","Oceania","c_Crops","a_TransComm",2,2.4565572E+3
"sam","Oceania","c_Crops","a_TransComm",3,2.4565572E+3
"sam","Oceania","c_Crops","a_OthService",1,2.0585453E+3
"sam","Oceania","c_Crops","a_OthService",2,2.0585453E+3
"sam","Oceania","c_Crops","a_OthService",3,2.0585453E+3
"sam","Oceania","c_Crops","Oceania",1,8.5768799E+2
"sam","Oceania","c_Crops","Oceania",2,8.5768799E+2
"sam","Oceania","c_Crops","Oceania",3,8.5768799E+2
"sam","Oceania","c_Crops","EastAsia",1,5.4905469E+3
"sam","Oceania","c_Crops","EastAsia",2,5.4905469E+3
"sam","Oceania","c_Crops","EastAsia",3,5.4905469E+3
"sam","Oceania","c_Crops","SEAsia",1,4.0035771E+3
"sam","Oceania","c_Crops","SEAsia",2,4.0035771E+3
"sam","Oceania","c_Crops","SEAsia",3,4.0035771E+3
"sam","Oceania","c_Crops","SouthAsia",1,9.5781335E+2
"sam","Oceania","c_Crops","SouthAsia",2,9.5781335E+2
"sam","Oceania","c_Crops","SouthAsia",3,9.5781335E+2
"sam","Oceania","c_Crops","NAmerica",1,3.3518832E+2
"sam","Oceania","c_Crops","NAmerica",2,3.3518832E+2
"sam","Oceania","c_Crops","NAmerica",3,3.3518832E+2
"sam","Oceania","c_Crops","LatinAmer",1,47.523391724
"sam","Oceania","c_Crops","LatinAmer",2,47.523391724
"sam","Oceania","c_Crops","LatinAmer",3,47.523391724
"sam","Oceania","c_Crops","EU_28",1,1.4284240E+3
"sam","Oceania","c_Crops","EU_28",2,1.4284240E+3
"sam","Oceania","c_Crops","EU_28",3,1.4284240E+3
"sam","Oceania","c_Crops","MENA",1,2.2630457E+3
"sam","Oceania","c_Crops","MENA",2,2.2630457E+3
"sam","Oceania","c_Crops","MENA",3,2.2630457E+3
"sam","Oceania","c_Crops","SSA",1,4.3461719E+2
"sam","Oceania","c_Crops","SSA",2,4.3461719E+2
"sam","Oceania","c_Crops","SSA",3,4.3461719E+2
"sam","Oceania","c_Crops","RestofWorld",1,51.013423920
"sam","Oceania","c_Crops","RestofWorld",2,51.013423920
"sam","Oceania","c_Crops","RestofWorld",3,51.013423920
"sam","Oceania","c_Crops","hhd",1,5.8266995E+3
"sam","Oceania","c_Crops","hhd",2,5.8266995E+3
"sam","Oceania","c_Crops","hhd",3,5.8266995E+3
"sam","Oceania","c_Crops","gov",1,41.616326332
"sam","Oceania","c_Crops","gov",2,41.616326332
"sam","Oceania","c_Crops","gov",3,41.616326332
"sam","Oceania","c_Crops","inv",1,5.5238221E+2
"sam","Oceania","c_Crops","inv",2,5.5238221E+2
"sam","Oceania","c_Crops","inv",3,5.5238221E+2
"sam","Oceania","c_MeatLstk","a_Crops",1,1.0448892E+3
"sam","Oceania","c_MeatLstk","a_Crops",2,1.0448892E+3
"sam","Oceania","c_MeatLstk","a_Crops",3,1.0448892E+3
"sam","Oceania","c_MeatLstk","a_MeatLstk",1,1.3436908E+4
"sam","Oceania","c_MeatLstk","a_MeatLstk",2,1.3436908E+4
"sam","Oceania","c_MeatLstk","a_MeatLstk",3,1.3436908E+4
"sam","Oceania","c_MeatLstk","a_Extraction",1,42.736147404
"sam","Oceania","c_MeatLstk","a_Extraction",2,42.736147404
"sam","Oceania","c_MeatLstk","a_Extraction",3,42.736147404
"sam","Oceania","c_MeatLstk","a_ProcFood",1,1.2461261E+4
"sam","Oceania","c_MeatLstk","a_ProcFood",2,1.2461261E+4
"sam","Oceania","c_MeatLstk","a_ProcFood",3,1.2461261E+4
"sam","Oceania","c_MeatLstk","a_TextWapp",1,4.4553903E+2
"sam","Oceania","c_MeatLstk","a_TextWapp",2,4.4553903E+2
"sam","Oceania","c_MeatLstk","a_TextWapp",3,4.4553903E+2
"sam","Oceania","c_MeatLstk","a_LightMnfc",1,2.6080495E+2
"sam","Oceania","c_MeatLstk","a_LightMnfc",2,2.6080495E+2
"sam","Oceania","c_MeatLstk","a_LightMnfc",3,2.6080495E+2
"sam","Oceania","c_MeatLstk","a_HeavyMnfc",1,1.2244748E+3
"sam","Oceania","c_MeatLstk","a_HeavyMnfc",2,1.2244748E+3
"sam","Oceania","c_MeatLstk","a_HeavyMnfc",3,1.2244748E+3
"sam","Oceania","c_MeatLstk","a_Util_Cons",1,1.4008207E+2
"sam","Oceania","c_MeatLstk","a_Util_Cons",2,1.4008207E+2
"sam","Oceania","c_MeatLstk","a_Util_Cons",3,1.4008207E+2
"sam","Oceania","c_MeatLstk","a_TransComm",1,5.0642420E+3
"sam","Oceania","c_MeatLstk","a_TransComm",2,5.0642420E+3
"sam","Oceania","c_MeatLstk","a_TransComm",3,5.0642420E+3
"sam","Oceania","c_MeatLstk","a_OthService",1,1.8378005E+3
"sam","Oceania","c_MeatLstk","a_OthService",2,1.8378005E+3
"sam","Oceania","c_MeatLstk","a_OthService",3,1.8378005E+3
"sam","Oceania","c_MeatLstk","Oceania",1,6.0735345E+2
"sam","Oceania","c_MeatLstk","Oceania",2,6.0735345E+2
"sam","Oceania","c_MeatLstk","Oceania",3,6.0735345E+2
"sam","Oceania","c_MeatLstk","EastAsia",1,8.4153584E+3
"sam","Oceania","c_MeatLstk","EastAsia",2,8.4153584E+3
"sam","Oceania","c_MeatLstk","EastAsia",3,8.4153584E+3
"sam","Oceania","c_MeatLstk","SEAsia",1,1.5222318E+3
"sam","Oceania","c_MeatLstk","SEAsia",2,1.5222318E+3
"sam","Oceania","c_MeatLstk","SEAsia",3,1.5222318E+3
"sam","Oceania","c_MeatLstk","SouthAsia",1,3.0969937E+2
"sam","Oceania","c_MeatLstk","SouthAsia",2,3.0969937E+2
"sam","Oceania","c_MeatLstk","SouthAsia",3,3.0969937E+2
"sam","Oceania","c_MeatLstk","NAmerica",1,2.8447446E+3
"sam","Oceania","c_MeatLstk","NAmerica",2,2.8447446E+3
"sam","Oceania","c_MeatLstk","NAmerica",3,2.8447446E+3
"sam","Oceania","c_MeatLstk","LatinAmer",1,2.0010869E+2
"sam","Oceania","c_MeatLstk","LatinAmer",2,2.0010869E+2
"sam","Oceania","c_MeatLstk","LatinAmer",3,2.0010869E+2
"sam","Oceania","c_MeatLstk","EU_28",1,2.4488433E+3
"sam","Oceania","c_MeatLstk","EU_28",2,2.4488433E+3
"sam","Oceania","c_MeatLstk","EU_28",3,2.4488433E+3
"sam","Oceania","c_MeatLstk","MENA",1,1.2494580E+3
"sam","Oceania","c_MeatLstk","MENA",2,1.2494580E+3
"sam","Oceania","c_MeatLstk","MENA",3,1.2494580E+3
"sam","Oceania","c_MeatLstk","SSA",1,1.5904332E+2
"sam","Oceania","c_MeatLstk","SSA",2,1.5904332E+2
"sam","Oceania","c_MeatLstk","SSA",3,1.5904332E+2
"sam","Oceania","c_MeatLstk","RestofWorld",1,6.6859253E+2
"sam","Oceania","c_MeatLstk","RestofWorld",2,6.6859253E+2
"sam","Oceania","c_MeatLstk","RestofWorld",3,6.6859253E+2
"sam","Oceania","c_MeatLstk","hhd",1,7.9990741E+3
"sam","Oceania","c_MeatLstk","hhd",2,7.9990741E+3
"sam","Oceania","c_MeatLstk","hhd",3,7.9990741E+3
"sam","Oceania","c_MeatLstk","gov",1,25.399422288
"sam","Oceania","c_MeatLstk","gov",2,25.399422288
"sam","Oceania","c_MeatLstk","gov",3,25.399422288
"sam","Oceania","c_MeatLstk","inv",1,5.5382216E+2
"sam","Oceania","c_MeatLstk","inv",2,5.5382216E+2
"sam","Oceania","c_MeatLstk","inv",3,5.5382216E+2
"sam","Oceania","c_Extraction","a_Crops",1,2.6671849E+2
"sam","Oceania","c_Extraction","a_Crops",2,2.6671849E+2
"sam","Oceania","c_Extraction","a_Crops",3,2.6671849E+2
"sam","Oceania","c_Extraction","a_MeatLstk",1,4.0552702E+2
"sam","Oceania","c_Extraction","a_MeatLstk",2,4.0552702E+2
"sam","Oceania","c_Extraction","a_MeatLstk",3,4.0552702E+2
"sam","Oceania","c_Extraction","a_Extraction",1,1.7550781E+4
"sam","Oceania","c_Extraction","a_Extraction",2,1.7550781E+4
"sam","Oceania","c_Extraction","a_Extraction",3,1.7550781E+4
"sam","Oceania","c_Extraction","a_ProcFood",1,1.9219371E+3
"sam","Oceania","c_Extraction","a_ProcFood",2,1.9219371E+3
"sam","Oceania","c_Extraction","a_ProcFood",3,1.9219371E+3
"sam","Oceania","c_Extraction","a_TextWapp",1,34.017759681
"sam","Oceania","c_Extraction","a_TextWapp",2,34.017759681
"sam","Oceania","c_Extraction","a_TextWapp",3,34.017759681
"sam","Oceania","c_Extraction","a_LightMnfc",1,2.9942618E+3
"sam","Oceania","c_Extraction","a_LightMnfc",2,2.9942618E+3
"sam","Oceania","c_Extraction","a_LightMnfc",3,2.9942618E+3
"sam","Oceania","c_Extraction","a_HeavyMnfc",1,5.5172717E+4
"sam","Oceania","c_Extraction","a_HeavyMnfc",2,5.5172717E+4
"sam","Oceania","c_Extraction","a_HeavyMnfc",3,5.5172717E+4
"sam","Oceania","c_Extraction","a_Util_Cons",1,1.1898716E+4
"sam","Oceania","c_Extraction","a_Util_Cons",2,1.1898716E+4
"sam","Oceania","c_Extraction","a_Util_Cons",3,1.1898716E+4
"sam","Oceania","c_Extraction","a_TransComm",1,1.5952055E+3
"sam","Oceania","c_Extraction","a_TransComm",2,1.5952055E+3
"sam","Oceania","c_Extraction","a_TransComm",3,1.5952055E+3
"sam","Oceania","c_Extraction","a_OthService",1,1.2949784E+3
"sam","Oceania","c_Extraction","a_OthService",2,1.2949784E+3
"sam","Oceania","c_Extraction","a_OthService",3,1.2949784E+3
"sam","Oceania","c_Extraction","Oceania",1,1.1954937E+3
"sam","Oceania","c_Extraction","Oceania",2,1.1954937E+3
"sam","Oceania","c_Extraction","Oceania",3,1.1954937E+3
"sam","Oceania","c_Extraction","EastAsia",1,1.1566644E+5
"sam","Oceania","c_Extraction","EastAsia",2,1.1566644E+5
"sam","Oceania","c_Extraction","EastAsia",3,1.1566644E+5
"sam","Oceania","c_Extraction","SEAsia",1,3.8675703E+3
"sam","Oceania","c_Extraction","SEAsia",2,3.8675703E+3
"sam","Oceania","c_Extraction","SEAsia",3,3.8675703E+3
"sam","Oceania","c_Extraction","SouthAsia",1,1.1691521E+4
"sam","Oceania","c_Extraction","SouthAsia",2,1.1691521E+4
"sam","Oceania","c_Extraction","SouthAsia",3,1.1691521E+4
"sam","Oceania","c_Extraction","NAmerica",1,1.9507908E+3
"sam","Oceania","c_Extraction","NAmerica",2,1.9507908E+3
"sam","Oceania","c_Extraction","NAmerica",3,1.9507908E+3
"sam","Oceania","c_Extraction","LatinAmer",1,1.1031317E+3
"sam","Oceania","c_Extraction","LatinAmer",2,1.1031317E+3
"sam","Oceania","c_Extraction","LatinAmer",3,1.1031317E+3
"sam","Oceania","c_Extraction","EU_28",1,5.1319756E+3
"sam","Oceania","c_Extraction","EU_28",2,5.1319756E+3
"sam","Oceania","c_Extraction","EU_28",3,5.1319756E+3
"sam","Oceania","c_Extraction","MENA",1,8.6023346E+2
"sam","Oceania","c_Extraction","MENA",2,8.6023346E+2
"sam","Oceania","c_Extraction","MENA",3,8.6023346E+2
"sam","Oceania","c_Extraction","SSA",1,3.0175702E+2
"sam","Oceania","c_Extraction","SSA",2,3.0175702E+2
"sam","Oceania","c_Extraction","SSA",3,3.0175702E+2
"sam","Oceania","c_Extraction","RestofWorld",1,1.9953108E+2
"sam","Oceania","c_Extraction","RestofWorld",2,1.9953108E+2
"sam","Oceania","c_Extraction","RestofWorld",3,1.9953108E+2
"sam","Oceania","c_Extraction","hhd",1,1.1694913E+3
"sam","Oceania","c_Extraction","hhd",2,1.1694913E+3
"sam","Oceania","c_Extraction","hhd",3,1.1694913E+3
"sam","Oceania","c_Extraction","gov",1,4.1745403E+2
"sam","Oceania","c_Extraction","gov",2,4.1745403E+2
"sam","Oceania","c_Extraction","gov",3,4.1745403E+2
"sam","Oceania","c_Extraction","inv",1,2.1873675E+3
"sam","Oceania","c_Extraction","inv",2,2.1873675E+3
"sam","Oceania","c_Extraction","inv",3,2.1873675E+3
"sam","Oceania","c_ProcFood","a_Crops",1,96.368759155
"sam","Oceania","c_ProcFood","a_Crops",2,96.368759155
"sam","Oceania","c_ProcFood","a_Crops",3,96.368759155
"sam","Oceania","c_ProcFood","a_MeatLstk",1,1.6133936E+3
"sam","Oceania","c_ProcFood","a_MeatLstk",2,1.6133936E+3
"sam","Oceania","c_ProcFood","a_MeatLstk",3,1.6133936E+3
"sam","Oceania","c_ProcFood","a_Extraction",1,3.5733025E+2
"sam","Oceania","c_ProcFood","a_Extraction",2,3.5733025E+2
"sam","Oceania","c_ProcFood","a_Extraction",3,3.5733025E+2
"sam","Oceania","c_ProcFood","a_ProcFood",1,1.3444578E+4
"sam","Oceania","c_ProcFood","a_ProcFood",2,1.3444578E+4
"sam","Oceania","c_ProcFood","a_ProcFood",3,1.3444578E+4
"sam","Oceania","c_ProcFood","a_TextWapp",1,17.892421007
"sam","Oceania","c_ProcFood","a_TextWapp",2,17.892421007
"sam","Oceania","c_ProcFood","a_TextWapp",3,17.892421007
"sam","Oceania","c_ProcFood","a_LightMnfc",1,2.2821181E+2
"sam","Oceania","c_ProcFood","a_LightMnfc",2,2.2821181E+2
"sam","Oceania","c_ProcFood","a_LightMnfc",3,2.2821181E+2
"sam","Oceania","c_ProcFood","a_HeavyMnfc",1,7.0107373E+2
"sam","Oceania","c_ProcFood","a_HeavyMnfc",2,7.0107373E+2
"sam","Oceania","c_ProcFood","a_HeavyMnfc",3,7.0107373E+2
"sam","Oceania","c_ProcFood","a_Util_Cons",1,1.7888977E+2
"sam","Oceania","c_ProcFood","a_Util_Cons",2,1.7888977E+2
"sam","Oceania","c_ProcFood","a_Util_Cons",3,1.7888977E+2
"sam","Oceania","c_ProcFood","a_TransComm",1,1.4289313E+4
"sam","Oceania","c_ProcFood","a_TransComm",2,1.4289313E+4
"sam","Oceania","c_ProcFood","a_TransComm",3,1.4289313E+4
"sam","Oceania","c_ProcFood","a_OthService",1,5.0951917E+3
"sam","Oceania","c_ProcFood","a_OthService",2,5.0951917E+3
"sam","Oceania","c_ProcFood","a_OthService",3,5.0951917E+3
"sam","Oceania","c_ProcFood","Oceania",1,3.6110342E+3
"sam","Oceania","c_ProcFood","Oceania",2,3.6110342E+3
"sam","Oceania","c_ProcFood","Oceania",3,3.6110342E+3
"sam","Oceania","c_ProcFood","EastAsia",1,6.5027358E+3
"sam","Oceania","c_ProcFood","EastAsia",2,6.5027358E+3
"sam","Oceania","c_ProcFood","EastAsia",3,6.5027358E+3
"sam","Oceania","c_ProcFood","SEAsia",1,4.5506558E+3
"sam","Oceania","c_ProcFood","SEAsia",2,4.5506558E+3
"sam","Oceania","c_ProcFood","SEAsia",3,4.5506558E+3
"sam","Oceania","c_ProcFood","SouthAsia",1,6.7988147E+2
"sam","Oceania","c_ProcFood","SouthAsia",2,6.7988147E+2
"sam","Oceania","c_ProcFood","SouthAsia",3,6.7988147E+2
"sam","Oceania","c_ProcFood","NAmerica",1,2.8615215E+3
"sam","Oceania","c_ProcFood","NAmerica",2,2.8615215E+3
"sam","Oceania","c_ProcFood","NAmerica",3,2.8615215E+3
"sam","Oceania","c_ProcFood","LatinAmer",1,8.0794781E+2
"sam","Oceania","c_ProcFood","LatinAmer",2,8.0794781E+2
"sam","Oceania","c_ProcFood","LatinAmer",3,8.0794781E+2
"sam","Oceania","c_ProcFood","EU_28",1,2.6443684E+3
"sam","Oceania","c_ProcFood","EU_28",2,2.6443684E+3
"sam","Oceania","c_ProcFood","EU_28",3,2.6443684E+3
"sam","Oceania","c_ProcFood","MENA",1,2.3149700E+3
"sam","Oceania","c_ProcFood","MENA",2,2.3149700E+3
"sam","Oceania","c_ProcFood","MENA",3,2.3149700E+3
"sam","Oceania","c_ProcFood","SSA",1,6.6764618E+2
"sam","Oceania","c_ProcFood","SSA",2,6.6764618E+2
"sam","Oceania","c_ProcFood","SSA",3,6.6764618E+2
"sam","Oceania","c_ProcFood","RestofWorld",1,3.7664145E+2
"sam","Oceania","c_ProcFood","RestofWorld",2,3.7664145E+2
"sam","Oceania","c_ProcFood","RestofWorld",3,3.7664145E+2
"sam","Oceania","c_ProcFood","hhd",1,4.8611612E+4
"sam","Oceania","c_ProcFood","hhd",2,4.8611612E+4
"sam","Oceania","c_ProcFood","hhd",3,4.8611612E+4
"sam","Oceania","c_ProcFood","gov",1,5.1343435E+3
"sam","Oceania","c_ProcFood","gov",2,5.1343435E+3
"sam","Oceania","c_ProcFood","gov",3,5.1343435E+3
"sam","Oceania","c_ProcFood","inv",1,0.260128979
"sam","Oceania","c_ProcFood","inv",2,0.260128979
"sam","Oceania","c_ProcFood","inv",3,0.260128979
"sam","Oceania","c_TextWapp","a_Crops",1,50.096946716
"sam","Oceania","c_TextWapp","a_Crops",2,50.096946716
"sam","Oceania","c_TextWapp","a_Crops",3,50.096946716
"sam","Oceania","c_TextWapp","a_MeatLstk",1,77.406215668
"sam","Oceania","c_TextWapp","a_MeatLstk",2,77.406215668
"sam","Oceania","c_TextWapp","a_MeatLstk",3,77.406215668
"sam","Oceania","c_TextWapp","a_Extraction",1,3.0452215E+2
"sam","Oceania","c_TextWapp","a_Extraction",2,3.0452215E+2
"sam","Oceania","c_TextWapp","a_Extraction",3,3.0452215E+2
"sam","Oceania","c_TextWapp","a_ProcFood",1,2.0888803E+2
"sam","Oceania","c_TextWapp","a_ProcFood",2,2.0888803E+2
"sam","Oceania","c_TextWapp","a_ProcFood",3,2.0888803E+2
"sam","Oceania","c_TextWapp","a_TextWapp",1,1.9380497E+3
"sam","Oceania","c_TextWapp","a_TextWapp",2,1.9380497E+3
"sam","Oceania","c_TextWapp","a_TextWapp",3,1.9380497E+3
"sam","Oceania","c_TextWapp","a_LightMnfc",1,7.6225833E+2
"sam","Oceania","c_TextWapp","a_LightMnfc",2,7.6225833E+2
"sam","Oceania","c_TextWapp","a_LightMnfc",3,7.6225833E+2
"sam","Oceania","c_TextWapp","a_HeavyMnfc",1,5.1564233E+2
"sam","Oceania","c_TextWapp","a_HeavyMnfc",2,5.1564233E+2
"sam","Oceania","c_TextWapp","a_HeavyMnfc",3,5.1564233E+2
"sam","Oceania","c_TextWapp","a_Util_Cons",1,6.7370624E+2
"sam","Oceania","c_TextWapp","a_Util_Cons",2,6.7370624E+2
"sam","Oceania","c_TextWapp","a_Util_Cons",3,6.7370624E+2
"sam","Oceania","c_TextWapp","a_TransComm",1,1.7331344E+3
"sam","Oceania","c_TextWapp","a_TransComm",2,1.7331344E+3
"sam","Oceania","c_TextWapp","a_TransComm",3,1.7331344E+3
"sam","Oceania","c_TextWapp","a_OthService",1,2.6441306E+3
"sam","Oceania","c_TextWapp","a_OthService",2,2.6441306E+3
"sam","Oceania","c_TextWapp","a_OthService",3,2.6441306E+3
"sam","Oceania","c_TextWapp","Oceania",1,6.2179822E+2
"sam","Oceania","c_TextWapp","Oceania",2,6.2179822E+2
"sam","Oceania","c_TextWapp","Oceania",3,6.2179822E+2
"sam","Oceania","c_TextWapp","EastAsia",1,4.7345883E+2
"sam","Oceania","c_TextWapp","EastAsia",2,4.7345883E+2
"sam","Oceania","c_TextWapp","EastAsia",3,4.7345883E+2
"sam","Oceania","c_TextWapp","SEAsia",1,1.5598723E+2
"sam","Oceania","c_TextWapp","SEAsia",2,1.5598723E+2
"sam","Oceania","c_TextWapp","SEAsia",3,1.5598723E+2
"sam","Oceania","c_TextWapp","SouthAsia",1,1.4367276E+2
"sam","Oceania","c_TextWapp","SouthAsia",2,1.4367276E+2
"sam","Oceania","c_TextWapp","SouthAsia",3,1.4367276E+2
"sam","Oceania","c_TextWapp","NAmerica",1,1.5350975E+2
"sam","Oceania","c_TextWapp","NAmerica",2,1.5350975E+2
"sam","Oceania","c_TextWapp","NAmerica",3,1.5350975E+2
"sam","Oceania","c_TextWapp","LatinAmer",1,13.770846367
"sam","Oceania","c_TextWapp","LatinAmer",2,13.770846367
"sam","Oceania","c_TextWapp","LatinAmer",3,13.770846367
"sam","Oceania","c_TextWapp","EU_28",1,3.2369693E+2
"sam","Oceania","c_TextWapp","EU_28",2,3.2369693E+2
"sam","Oceania","c_TextWapp","EU_28",3,3.2369693E+2
"sam","Oceania","c_TextWapp","MENA",1,67.693275452
"sam","Oceania","c_TextWapp","MENA",2,67.693275452
"sam","Oceania","c_TextWapp","MENA",3,67.693275452
"sam","Oceania","c_TextWapp","SSA",1,34.231655121
"sam","Oceania","c_TextWapp","SSA",2,34.231655121
"sam","Oceania","c_TextWapp","SSA",3,34.231655121
"sam","Oceania","c_TextWapp","RestofWorld",1,17.368192673
"sam","Oceania","c_TextWapp","RestofWorld",2,17.368192673
"sam","Oceania","c_TextWapp","RestofWorld",3,17.368192673
"sam","Oceania","c_TextWapp","hhd",1,1.0724815E+4
"sam","Oceania","c_TextWapp","hhd",2,1.0724815E+4
"sam","Oceania","c_TextWapp","hhd",3,1.0724815E+4
"sam","Oceania","c_TextWapp","gov",1,0.416387439
"sam","Oceania","c_TextWapp","gov",2,0.416387439
"sam","Oceania","c_TextWapp","gov",3,0.416387439
"sam","Oceania","c_TextWapp","inv",1,6.6428868E+2
"sam","Oceania","c_TextWapp","inv",2,6.6428868E+2
"sam","Oceania","c_TextWapp","inv",3,6.6428868E+2
"sam","Oceania","c_LightMnfc","a_Crops",1,2.2404776E+2
"sam","Oceania","c_LightMnfc","a_Crops",2,2.2404776E+2
"sam","Oceania","c_LightMnfc","a_Crops",3,2.2404776E+2
"sam","Oceania","c_LightMnfc","a_MeatLstk",1,6.0228555E+2
"sam","Oceania","c_LightMnfc","a_MeatLstk",2,6.0228555E+2
"sam","Oceania","c_LightMnfc","a_MeatLstk",3,6.0228555E+2
"sam","Oceania","c_LightMnfc","a_Extraction",1,3.8480319E+3
"sam","Oceania","c_LightMnfc","a_Extraction",2,3.8480319E+3
"sam","Oceania","c_LightMnfc","a_Extraction",3,3.8480319E+3
"sam","Oceania","c_LightMnfc","a_ProcFood",1,3.8508483E+3
"sam","Oceania","c_LightMnfc","a_ProcFood",2,3.8508483E+3
"sam","Oceania","c_LightMnfc","a_ProcFood",3,3.8508483E+3
"sam","Oceania","c_LightMnfc","a_TextWapp",1,3.8817514E+2
"sam","Oceania","c_LightMnfc","a_TextWapp",2,3.8817514E+2
"sam","Oceania","c_LightMnfc","a_TextWapp",3,3.8817514E+2
"sam","Oceania","c_LightMnfc","a_LightMnfc",1,2.3652592E+4
"sam","Oceania","c_LightMnfc","a_LightMnfc",2,2.3652592E+4
"sam","Oceania","c_LightMnfc","a_LightMnfc",3,2.3652592E+4
"sam","Oceania","c_LightMnfc","a_HeavyMnfc",1,7.7746533E+3
"sam","Oceania","c_LightMnfc","a_HeavyMnfc",2,7.7746533E+3
"sam","Oceania","c_LightMnfc","a_HeavyMnfc",3,7.7746533E+3
"sam","Oceania","c_LightMnfc","a_Util_Cons",1,2.8892232E+4
"sam","Oceania","c_LightMnfc","a_Util_Cons",2,2.8892232E+4
"sam","Oceania","c_LightMnfc","a_Util_Cons",3,2.8892232E+4
"sam","Oceania","c_LightMnfc","a_TransComm",1,2.2937779E+4
"sam","Oceania","c_LightMnfc","a_TransComm",2,2.2937779E+4
"sam","Oceania","c_LightMnfc","a_TransComm",3,2.2937779E+4
"sam","Oceania","c_LightMnfc","a_OthService",1,2.5618094E+4
"sam","Oceania","c_LightMnfc","a_OthService",2,2.5618094E+4
"sam","Oceania","c_LightMnfc","a_OthService",3,2.5618094E+4
"sam","Oceania","c_LightMnfc","Oceania",1,3.6230637E+3
"sam","Oceania","c_LightMnfc","Oceania",2,3.6230637E+3
"sam","Oceania","c_LightMnfc","Oceania",3,3.6230637E+3
"sam","Oceania","c_LightMnfc","EastAsia",1,3.9472637E+3
"sam","Oceania","c_LightMnfc","EastAsia",2,3.9472637E+3
