Variable,Region,Sector,Qualifier,Year,Value
alphaa,EU_28,c_OthService,inv,1,1.660558247E-01
alphaa,EU_28,c_OthService,inv,2,1.660558247E-01
alphaa,EU_28,c_OthService,inv,3,1.660558247E-01
alphaa,EU_28,c_ProcFood,gov,1,3.683659820E-04
alphaa,EU_28,c_ProcFood,gov,2,3.683659820E-04
alphaa,EU_28,c_ProcFood,gov,3,3.683659820E-04
alphaa,EU_28,c_ProcFood,hhd,1,1.245028657E-02
alphaa,EU_28,c_ProcFood,hhd,2,1.245028657E-02
alphaa,EU_28,c_ProcFood,hhd,3,1.245028657E-02
alphaa,EU_28,c_ProcFood,inv,1,1.569093667E-06
alphaa,EU_28,c_ProcFood,inv,2,1.569093667E-06
alphaa,EU_28,c_ProcFood,inv,3,1.569093667E-06
alphaa,EU_28,c_TextWapp,gov,1,2.991687983E-04
alphaa,EU_28,c_TextWapp,gov,2,2.991687983E-04
alphaa,EU_28,c_TextWapp,gov,3,2.991687983E-04
alphaa,EU_28,c_TextWapp,hhd,1,7.651033952E-03
alphaa,EU_28,c_TextWapp,hhd,2,7.651033952E-03
alphaa,EU_28,c_TextWapp,hhd,3,7.651033952E-03
alphaa,EU_28,c_TextWapp,inv,1,3.245672808E-04
alphaa,EU_28,c_TextWapp,inv,2,3.245672808E-04
alphaa,EU_28,c_TextWapp,inv,3,3.245672808E-04
alphaa,EU_28,c_TransComm,gov,1,1.237398792E-02
alphaa,EU_28,c_TransComm,gov,2,1.237398792E-02
alphaa,EU_28,c_TransComm,gov,3,1.237398792E-02
alphaa,EU_28,c_TransComm,hhd,1,1.139946336E-01
alphaa,EU_28,c_TransComm,hhd,2,1.139946336E-01
alphaa,EU_28,c_TransComm,hhd,3,1.139946336E-01
alphaa,EU_28,c_TransComm,inv,1,6.021497513E-03
alphaa,EU_28,c_TransComm,inv,2,6.021497513E-03
alphaa,EU_28,c_TransComm,inv,3,6.021497513E-03
alphaa,EU_28,c_TransComm,tmg,1,4.274821553E-01
alphaa,EU_28,c_TransComm,tmg,2,4.274821553E-01
alphaa,EU_28,c_TransComm,tmg,3,4.274821553E-01
alphaa,EU_28,c_Util_Cons,gov,1,9.707274911E-05
alphaa,EU_28,c_Util_Cons,gov,2,9.707274911E-05
alphaa,EU_28,c_Util_Cons,gov,3,9.707274911E-05
alphaa,EU_28,c_Util_Cons,hhd,1,1.565012408E-02
alphaa,EU_28,c_Util_Cons,hhd,2,1.565012408E-02
alphaa,EU_28,c_Util_Cons,hhd,3,1.565012408E-02
alphaa,EU_28,c_Util_Cons,inv,1,5.112842980E-01
alphaa,EU_28,c_Util_Cons,inv,2,5.112842980E-01
alphaa,EU_28,c_Util_Cons,inv,3,5.112842980E-01
alphaa,EastAsia,c_Crops,gov,1,4.039709504E-05
alphaa,EastAsia,c_Crops,gov,2,4.039709504E-05
alphaa,EastAsia,c_Crops,gov,3,4.039709504E-05
alphaa,EastAsia,c_Crops,hhd,1,6.843464860E-05
alphaa,EastAsia,c_Crops,hhd,2,6.843464860E-05
alphaa,EastAsia,c_Crops,hhd,3,6.843464860E-05
alphaa,EastAsia,c_Crops,inv,1,1.271396983E-04
alphaa,EastAsia,c_Crops,inv,2,1.271396983E-04
alphaa,EastAsia,c_Crops,inv,3,1.271396983E-04
alphaa,EastAsia,c_Extraction,gov,1,6.424950891E-06
alphaa,EastAsia,c_Extraction,gov,2,6.424950891E-06
alphaa,EastAsia,c_Extraction,gov,3,6.424950891E-06
alphaa,EastAsia,c_Extraction,hhd,1,2.062707882E-04
alphaa,EastAsia,c_Extraction,hhd,2,2.062707882E-04
alphaa,EastAsia,c_Extraction,hhd,3,2.062707882E-04
alphaa,EastAsia,c_Extraction,inv,1,9.275899595E-05
alphaa,EastAsia,c_Extraction,inv,2,9.275899595E-05
alphaa,EastAsia,c_Extraction,inv,3,9.275899595E-05
alphaa,EastAsia,c_HeavyMnfc,gov,1,5.630059888E-04
alphaa,EastAsia,c_HeavyMnfc,gov,2,5.630059888E-04
alphaa,EastAsia,c_HeavyMnfc,gov,3,5.630059888E-04
alphaa,EastAsia,c_HeavyMnfc,hhd,1,1.015945017E-02
alphaa,EastAsia,c_HeavyMnfc,hhd,2,1.015945017E-02
alphaa,EastAsia,c_HeavyMnfc,hhd,3,1.015945017E-02
alphaa,EastAsia,c_HeavyMnfc,inv,1,2.318508760E-01
alphaa,EastAsia,c_HeavyMnfc,inv,2,2.318508760E-01
alphaa,EastAsia,c_HeavyMnfc,inv,3,2.318508760E-01
alphaa,EastAsia,c_LightMnfc,gov,1,1.158062069E-04
alphaa,EastAsia,c_LightMnfc,gov,2,1.158062069E-04
alphaa,EastAsia,c_LightMnfc,gov,3,1.158062069E-04
alphaa,EastAsia,c_LightMnfc,hhd,1,3.849181609E-03
alphaa,EastAsia,c_LightMnfc,hhd,2,3.849181609E-03
alphaa,EastAsia,c_LightMnfc,hhd,3,3.849181609E-03
alphaa,EastAsia,c_LightMnfc,inv,1,1.150303034E-01
alphaa,EastAsia,c_LightMnfc,inv,2,1.150303034E-01
alphaa,EastAsia,c_LightMnfc,inv,3,1.150303034E-01
alphaa,EastAsia,c_MeatLstk,gov,1,2.078746335E-05
alphaa,EastAsia,c_MeatLstk,gov,2,2.078746335E-05
alphaa,EastAsia,c_MeatLstk,gov,3,2.078746335E-05
alphaa,EastAsia,c_MeatLstk,hhd,1,5.237411421E-04
alphaa,EastAsia,c_MeatLstk,hhd,2,5.237411421E-04
alphaa,EastAsia,c_MeatLstk,hhd,3,5.237411421E-04
alphaa,EastAsia,c_MeatLstk,inv,1,1.068670992E-02
alphaa,EastAsia,c_MeatLstk,inv,2,1.068670992E-02
alphaa,EastAsia,c_MeatLstk,inv,3,1.068670992E-02
alphaa,EastAsia,c_OthService,gov,1,9.886482940E-01
alphaa,EastAsia,c_OthService,gov,2,9.886482940E-01
alphaa,EastAsia,c_OthService,gov,3,9.886482940E-01
alphaa,EastAsia,c_OthService,hhd,1,9.622956337E-02
alphaa,EastAsia,c_OthService,hhd,2,9.622956337E-02
alphaa,EastAsia,c_OthService,hhd,3,9.622956337E-02
alphaa,EastAsia,c_OthService,inv,1,8.423352564E-02
alphaa,EastAsia,c_OthService,inv,2,8.423352564E-02
alphaa,EastAsia,c_OthService,inv,3,8.423352564E-02
alphaa,EastAsia,c_ProcFood,gov,1,3.374148050E-04
alphaa,EastAsia,c_ProcFood,gov,2,3.374148050E-04
alphaa,EastAsia,c_ProcFood,gov,3,3.374148050E-04
alphaa,EastAsia,c_ProcFood,hhd,1,2.907471757E-03
alphaa,EastAsia,c_ProcFood,hhd,2,2.907471757E-03
alphaa,EastAsia,c_ProcFood,hhd,3,2.907471757E-03
alphaa,EastAsia,c_ProcFood,inv,1,4.785384339E-06
alphaa,EastAsia,c_ProcFood,inv,2,4.785384339E-06
alphaa,EastAsia,c_ProcFood,inv,3,4.785384339E-06
alphaa,EastAsia,c_TextWapp,gov,1,2.730277654E-04
alphaa,EastAsia,c_TextWapp,gov,2,2.730277654E-04
alphaa,EastAsia,c_TextWapp,gov,3,2.730277654E-04
alphaa,EastAsia,c_TextWapp,hhd,1,8.781364570E-04
alphaa,EastAsia,c_TextWapp,hhd,2,8.781364570E-04
alphaa,EastAsia,c_TextWapp,hhd,3,8.781364570E-04
alphaa,EastAsia,c_TextWapp,inv,1,8.249982464E-04
alphaa,EastAsia,c_TextWapp,inv,2,8.249982464E-04
alphaa,EastAsia,c_TextWapp,inv,3,8.249982464E-04
alphaa,EastAsia,c_TransComm,gov,1,9.772120254E-03
alphaa,EastAsia,c_TransComm,gov,2,9.772120254E-03
alphaa,EastAsia,c_TransComm,gov,3,9.772120254E-03
alphaa,EastAsia,c_TransComm,hhd,1,7.445949939E-02
alphaa,EastAsia,c_TransComm,hhd,2,7.445949939E-02
alphaa,EastAsia,c_TransComm,hhd,3,7.445949939E-02
alphaa,EastAsia,c_TransComm,inv,1,4.706362995E-02
alphaa,EastAsia,c_TransComm,inv,2,4.706362995E-02
alphaa,EastAsia,c_TransComm,inv,3,4.706362995E-02
alphaa,EastAsia,c_TransComm,tmg,1,2.679049752E-01
alphaa,EastAsia,c_TransComm,tmg,2,2.679049752E-01
alphaa,EastAsia,c_TransComm,tmg,3,2.679049752E-01
alphaa,EastAsia,c_Util_Cons,gov,1,2.227214772E-04
alphaa,EastAsia,c_Util_Cons,gov,2,2.227214772E-04
alphaa,EastAsia,c_Util_Cons,gov,3,2.227214772E-04
alphaa,EastAsia,c_Util_Cons,hhd,1,3.616485416E-03
alphaa,EastAsia,c_Util_Cons,hhd,2,3.616485416E-03
alphaa,EastAsia,c_Util_Cons,hhd,3,3.616485416E-03
alphaa,EastAsia,c_Util_Cons,inv,1,5.100852728E-01
alphaa,EastAsia,c_Util_Cons,inv,2,5.100852728E-01
alphaa,EastAsia,c_Util_Cons,inv,3,5.100852728E-01
alphaa,LatinAmer,c_Crops,gov,1,2.469814049E-05
alphaa,LatinAmer,c_Crops,gov,2,2.469814049E-05
alphaa,LatinAmer,c_Crops,gov,3,2.469814049E-05
alphaa,LatinAmer,c_Crops,hhd,1,1.313443310E-04
alphaa,LatinAmer,c_Crops,hhd,2,1.313443310E-04
alphaa,LatinAmer,c_Crops,hhd,3,1.313443310E-04
alphaa,LatinAmer,c_Crops,inv,1,6.966285262E-03
alphaa,LatinAmer,c_Crops,inv,2,6.966285262E-03
alphaa,LatinAmer,c_Crops,inv,3,6.966285262E-03
alphaa,LatinAmer,c_Extraction,gov,1,2.944078921E-06
alphaa,LatinAmer,c_Extraction,gov,2,2.944078921E-06
alphaa,LatinAmer,c_Extraction,gov,3,2.944078921E-06
alphaa,LatinAmer,c_Extraction,hhd,1,1.383209342E-04
alphaa,LatinAmer,c_Extraction,hhd,2,1.383209342E-04
alphaa,LatinAmer,c_Extraction,hhd,3,1.383209342E-04
alphaa,LatinAmer,c_Extraction,inv,1,1.435526257E-03
alphaa,LatinAmer,c_Extraction,inv,2,1.435526257E-03
alphaa,LatinAmer,c_Extraction,inv,3,1.435526257E-03
alphaa,LatinAmer,c_HeavyMnfc,gov,1,3.043539642E-03
alphaa,LatinAmer,c_HeavyMnfc,gov,2,3.043539642E-03
alphaa,LatinAmer,c_HeavyMnfc,gov,3,3.043539642E-03
alphaa,LatinAmer,c_HeavyMnfc,hhd,1,8.422155593E-03
alphaa,LatinAmer,c_HeavyMnfc,hhd,2,8.422155593E-03
alphaa,LatinAmer,c_HeavyMnfc,hhd,3,8.422155593E-03
alphaa,LatinAmer,c_HeavyMnfc,inv,1,2.256079031E-01
alphaa,LatinAmer,c_HeavyMnfc,inv,2,2.256079031E-01
alphaa,LatinAmer,c_HeavyMnfc,inv,3,2.256079031E-01
alphaa,LatinAmer,c_LightMnfc,gov,1,9.664537391E-04
alphaa,LatinAmer,c_LightMnfc,gov,2,9.664537391E-04
alphaa,LatinAmer,c_LightMnfc,gov,3,9.664537391E-04
alphaa,LatinAmer,c_LightMnfc,hhd,1,5.970704528E-03
alphaa,LatinAmer,c_LightMnfc,hhd,2,5.970704528E-03
alphaa,LatinAmer,c_LightMnfc,hhd,3,5.970704528E-03
alphaa,LatinAmer,c_LightMnfc,inv,1,1.477353247E-01
alphaa,LatinAmer,c_LightMnfc,inv,2,1.477353247E-01
alphaa,LatinAmer,c_LightMnfc,inv,3,1.477353247E-01
alphaa,LatinAmer,c_MeatLstk,gov,1,2.746150562E-05
alphaa,LatinAmer,c_MeatLstk,gov,2,2.746150562E-05
alphaa,LatinAmer,c_MeatLstk,gov,3,2.746150562E-05
alphaa,LatinAmer,c_MeatLstk,hhd,1,1.197187198E-03
alphaa,LatinAmer,c_MeatLstk,hhd,2,1.197187198E-03
alphaa,LatinAmer,c_MeatLstk,hhd,3,1.197187198E-03
alphaa,LatinAmer,c_MeatLstk,inv,1,1.700080504E-02
alphaa,LatinAmer,c_MeatLstk,inv,2,1.700080504E-02
alphaa,LatinAmer,c_MeatLstk,inv,3,1.700080504E-02
alphaa,LatinAmer,c_OthService,gov,1,9.920019518E-01
alphaa,LatinAmer,c_OthService,gov,2,9.920019518E-01
alphaa,LatinAmer,c_OthService,gov,3,9.920019518E-01
alphaa,LatinAmer,c_OthService,hhd,1,4.274087705E-02
alphaa,LatinAmer,c_OthService,hhd,2,4.274087705E-02
alphaa,LatinAmer,c_OthService,hhd,3,4.274087705E-02
alphaa,LatinAmer,c_OthService,inv,1,3.147019904E-02
alphaa,LatinAmer,c_OthService,inv,2,3.147019904E-02
alphaa,LatinAmer,c_OthService,inv,3,3.147019904E-02
alphaa,LatinAmer,c_ProcFood,gov,1,7.415042270E-04
alphaa,LatinAmer,c_ProcFood,gov,2,7.415042270E-04
alphaa,LatinAmer,c_ProcFood,gov,3,7.415042270E-04
alphaa,LatinAmer,c_ProcFood,hhd,1,2.257822797E-03
alphaa,LatinAmer,c_ProcFood,hhd,2,2.257822797E-03
alphaa,LatinAmer,c_ProcFood,hhd,3,2.257822797E-03
alphaa,LatinAmer,c_ProcFood,inv,1,1.671639277E-03
alphaa,LatinAmer,c_ProcFood,inv,2,1.671639277E-03
alphaa,LatinAmer,c_ProcFood,inv,3,1.671639277E-03
alphaa,LatinAmer,c_TextWapp,gov,1,3.952417965E-04
alphaa,LatinAmer,c_TextWapp,gov,2,3.952417965E-04
alphaa,LatinAmer,c_TextWapp,gov,3,3.952417965E-04
alphaa,LatinAmer,c_TextWapp,hhd,1,1.066541751E-03
alphaa,LatinAmer,c_TextWapp,hhd,2,1.066541751E-03
alphaa,LatinAmer,c_TextWapp,hhd,3,1.066541751E-03
alphaa,LatinAmer,c_TextWapp,inv,1,6.922518175E-04
alphaa,LatinAmer,c_TextWapp,inv,2,6.922518175E-04
alphaa,LatinAmer,c_TextWapp,inv,3,6.922518175E-04
alphaa,LatinAmer,c_TransComm,gov,1,2.619682750E-03
alphaa,LatinAmer,c_TransComm,gov,2,2.619682750E-03
alphaa,LatinAmer,c_TransComm,gov,3,2.619682750E-03
alphaa,LatinAmer,c_TransComm,hhd,1,2.990716840E-02
alphaa,LatinAmer,c_TransComm,hhd,2,2.990716840E-02
alphaa,LatinAmer,c_TransComm,hhd,3,2.990716840E-02
alphaa,LatinAmer,c_TransComm,inv,1,6.987896598E-02
alphaa,LatinAmer,c_TransComm,inv,2,6.987896598E-02
alphaa,LatinAmer,c_TransComm,inv,3,6.987896598E-02
alphaa,LatinAmer,c_TransComm,tmg,1,1.966351755E-02
alphaa,LatinAmer,c_TransComm,tmg,2,1.966351755E-02
alphaa,LatinAmer,c_TransComm,tmg,3,1.966351755E-02
alphaa,LatinAmer,c_Util_Cons,gov,1,1.765222879E-04
alphaa,LatinAmer,c_Util_Cons,gov,2,1.765222879E-04
alphaa,LatinAmer,c_Util_Cons,gov,3,1.765222879E-04
alphaa,LatinAmer,c_Util_Cons,hhd,1,2.049375506E-03
alphaa,LatinAmer,c_Util_Cons,hhd,2,2.049375506E-03
alphaa,LatinAmer,c_Util_Cons,hhd,3,2.049375506E-03
alphaa,LatinAmer,c_Util_Cons,inv,1,4.975410995E-01
alphaa,LatinAmer,c_Util_Cons,inv,2,4.975410995E-01
alphaa,LatinAmer,c_Util_Cons,inv,3,4.975410995E-01
alphaa,MENA,c_Crops,gov,1,2.001274579E-03
alphaa,MENA,c_Crops,gov,2,2.001274579E-03
alphaa,MENA,c_Crops,gov,3,2.001274579E-03
alphaa,MENA,c_Crops,hhd,1,2.973490044E-04
alphaa,MENA,c_Crops,hhd,2,2.973490044E-04
alphaa,MENA,c_Crops,hhd,3,2.973490044E-04
alphaa,MENA,c_Crops,inv,1,6.228618017E-03
alphaa,MENA,c_Crops,inv,2,6.228618017E-03
alphaa,MENA,c_Crops,inv,3,6.228618017E-03
alphaa,MENA,c_Extraction,gov,1,8.081094468E-04
alphaa,MENA,c_Extraction,gov,2,8.081094468E-04
alphaa,MENA,c_Extraction,gov,3,8.081094468E-04
alphaa,MENA,c_Extraction,hhd,1,1.540160537E-04
alphaa,MENA,c_Extraction,hhd,2,1.540160537E-04
alphaa,MENA,c_Extraction,hhd,3,1.540160537E-04
alphaa,MENA,c_Extraction,inv,1,1.544866629E-03
alphaa,MENA,c_Extraction,inv,2,1.544866629E-03
alphaa,MENA,c_Extraction,inv,3,1.544866629E-03
alphaa,MENA,c_HeavyMnfc,gov,1,4.139940208E-02
alphaa,MENA,c_HeavyMnfc,gov,2,4.139940208E-02
alphaa,MENA,c_HeavyMnfc,gov,3,4.139940208E-02
alphaa,MENA,c_HeavyMnfc,hhd,1,1.362127410E-02
alphaa,MENA,c_HeavyMnfc,hhd,2,1.362127410E-02
alphaa,MENA,c_HeavyMnfc,hhd,3,1.362127410E-02
alphaa,MENA,c_HeavyMnfc,inv,1,1.789723090E-01
alphaa,MENA,c_HeavyMnfc,inv,2,1.789723090E-01
alphaa,MENA,c_HeavyMnfc,inv,3,1.789723090E-01
alphaa,MENA,c_LightMnfc,gov,1,6.924295062E-02
alphaa,MENA,c_LightMnfc,gov,2,6.924295062E-02
alphaa,MENA,c_LightMnfc,gov,3,6.924295062E-02
alphaa,MENA,c_LightMnfc,hhd,1,9.918377814E-03
alphaa,MENA,c_LightMnfc,hhd,2,9.918377814E-03
alphaa,MENA,c_LightMnfc,hhd,3,9.918377814E-03
alphaa,MENA,c_LightMnfc,inv,1,9.278496183E-02
alphaa,MENA,c_LightMnfc,inv,2,9.278496183E-02
alphaa,MENA,c_LightMnfc,inv,3,9.278496183E-02
alphaa,MENA,c_MeatLstk,gov,1,7.183321833E-04
alphaa,MENA,c_MeatLstk,gov,2,7.183321833E-04
alphaa,MENA,c_MeatLstk,gov,3,7.183321833E-04
alphaa,MENA,c_MeatLstk,hhd,1,7.869052645E-04
alphaa,MENA,c_MeatLstk,hhd,2,7.869052645E-04
alphaa,MENA,c_MeatLstk,hhd,3,7.869052645E-04
alphaa,MENA,c_MeatLstk,inv,1,5.210376683E-03
alphaa,MENA,c_MeatLstk,inv,2,5.210376683E-03
alphaa,MENA,c_MeatLstk,inv,3,5.210376683E-03
alphaa,MENA,c_OthService,gov,1,8.421942719E-01
alphaa,MENA,c_OthService,gov,2,8.421942719E-01
alphaa,MENA,c_OthService,gov,3,8.421942719E-01
alphaa,MENA,c_OthService,hhd,1,3.687759259E-02
alphaa,MENA,c_OthService,hhd,2,3.687759259E-02
alphaa,MENA,c_OthService,hhd,3,3.687759259E-02
alphaa,MENA,c_OthService,inv,1,4.462602264E-02
alphaa,MENA,c_OthService,inv,2,4.462602264E-02
alphaa,MENA,c_OthService,inv,3,4.462602264E-02
alphaa,MENA,c_ProcFood,gov,1,4.386921771E-03
alphaa,MENA,c_ProcFood,gov,2,4.386921771E-03
alphaa,MENA,c_ProcFood,gov,3,4.386921771E-03
alphaa,MENA,c_ProcFood,hhd,1,1.756394120E-03
alphaa,MENA,c_ProcFood,hhd,2,1.756394120E-03
alphaa,MENA,c_ProcFood,hhd,3,1.756394120E-03
alphaa,MENA,c_ProcFood,inv,1,6.273011826E-03
alphaa,MENA,c_ProcFood,inv,2,6.273011826E-03
alphaa,MENA,c_ProcFood,inv,3,6.273011826E-03
alphaa,MENA,c_TextWapp,gov,1,5.134154950E-03
alphaa,MENA,c_TextWapp,gov,2,5.134154950E-03
alphaa,MENA,c_TextWapp,gov,3,5.134154950E-03
alphaa,MENA,c_TextWapp,hhd,1,1.319569665E-03
alphaa,MENA,c_TextWapp,hhd,2,1.319569665E-03
alphaa,MENA,c_TextWapp,hhd,3,1.319569665E-03
alphaa,MENA,c_TextWapp,inv,1,1.819179825E-03
alphaa,MENA,c_TextWapp,inv,2,1.819179825E-03
alphaa,MENA,c_TextWapp,inv,3,1.819179825E-03
alphaa,MENA,c_TransComm,gov,1,3.163101352E-02
alphaa,MENA,c_TransComm,gov,2,3.163101352E-02
alphaa,MENA,c_TransComm,gov,3,3.163101352E-02
alphaa,MENA,c_TransComm,hhd,1,2.518953365E-02
alphaa,MENA,c_TransComm,hhd,2,2.518953365E-02
alphaa,MENA,c_TransComm,hhd,3,2.518953365E-02
alphaa,MENA,c_TransComm,inv,1,7.209830921E-02
alphaa,MENA,c_TransComm,inv,2,7.209830921E-02
alphaa,MENA,c_TransComm,inv,3,7.209830921E-02
alphaa,MENA,c_TransComm,tmg,1,4.769691054E-02
alphaa,MENA,c_TransComm,tmg,2,4.769691054E-02
alphaa,MENA,c_TransComm,tmg,3,4.769691054E-02
alphaa,MENA,c_Util_Cons,gov,1,2.483568961E-03
alphaa,MENA,c_Util_Cons,gov,2,2.483568961E-03
alphaa,MENA,c_Util_Cons,gov,3,2.483568961E-03
alphaa,MENA,c_Util_Cons,hhd,1,6.910306495E-03
alphaa,MENA,c_Util_Cons,hhd,2,6.910306495E-03
alphaa,MENA,c_Util_Cons,hhd,3,6.910306495E-03
alphaa,MENA,c_Util_Cons,inv,1,5.904423444E-01
alphaa,MENA,c_Util_Cons,inv,2,5.904423444E-01
alphaa,MENA,c_Util_Cons,inv,3,5.904423444E-01
alphaa,NAmerica,c_Crops,gov,1,3.498079376E-05
alphaa,NAmerica,c_Crops,gov,2,3.498079376E-05
alphaa,NAmerica,c_Crops,gov,3,3.498079376E-05
alphaa,NAmerica,c_Crops,hhd,1,3.404558164E-05
alphaa,NAmerica,c_Crops,hhd,2,3.404558164E-05
alphaa,NAmerica,c_Crops,hhd,3,3.404558164E-05
alphaa,NAmerica,c_Crops,inv,1,2.186958499E-05
alphaa,NAmerica,c_Crops,inv,2,2.186958499E-05
alphaa,NAmerica,c_Crops,inv,3,2.186958499E-05
alphaa,NAmerica,c_Extraction,gov,1,4.462035767E-06
alphaa,NAmerica,c_Extraction,gov,2,4.462035767E-06
alphaa,NAmerica,c_Extraction,gov,3,4.462035767E-06
alphaa,NAmerica,c_Extraction,hhd,1,3.500911944E-04
alphaa,NAmerica,c_Extraction,hhd,2,3.500911944E-04
alphaa,NAmerica,c_Extraction,hhd,3,3.500911944E-04
alphaa,NAmerica,c_Extraction,inv,1,2.561521250E-03
alphaa,NAmerica,c_Extraction,inv,2,2.561521250E-03
alphaa,NAmerica,c_Extraction,inv,3,2.561521250E-03
alphaa,NAmerica,c_HeavyMnfc,gov,1,5.435612157E-04
alphaa,NAmerica,c_HeavyMnfc,gov,2,5.435612157E-04
alphaa,NAmerica,c_HeavyMnfc,gov,3,5.435612157E-04
alphaa,NAmerica,c_HeavyMnfc,hhd,1,3.800010598E-02
alphaa,NAmerica,c_HeavyMnfc,hhd,2,3.800010598E-02
alphaa,NAmerica,c_HeavyMnfc,hhd,3,3.800010598E-02
alphaa,NAmerica,c_HeavyMnfc,inv,1,2.303115523E-01
alphaa,NAmerica,c_HeavyMnfc,inv,2,2.303115523E-01
alphaa,NAmerica,c_HeavyMnfc,inv,3,2.303115523E-01
alphaa,NAmerica,c_LightMnfc,gov,1,1.175869968E-04
alphaa,NAmerica,c_LightMnfc,gov,2,1.175869968E-04
alphaa,NAmerica,c_LightMnfc,gov,3,1.175869968E-04
alphaa,NAmerica,c_LightMnfc,hhd,1,3.346520667E-02
alphaa,NAmerica,c_LightMnfc,hhd,2,3.346520667E-02
alphaa,NAmerica,c_LightMnfc,hhd,3,3.346520667E-02
alphaa,NAmerica,c_LightMnfc,inv,1,1.471148007E-01
alphaa,NAmerica,c_LightMnfc,inv,2,1.471148007E-01
alphaa,NAmerica,c_LightMnfc,inv,3,1.471148007E-01
alphaa,NAmerica,c_MeatLstk,gov,1,1.408859598E-05
alphaa,NAmerica,c_MeatLstk,gov,2,1.408859598E-05
alphaa,NAmerica,c_MeatLstk,gov,3,1.408859598E-05
alphaa,NAmerica,c_MeatLstk,hhd,1,3.420194032E-03
alphaa,NAmerica,c_MeatLstk,hhd,2,3.420194032E-03
alphaa,NAmerica,c_MeatLstk,hhd,3,3.420194032E-03
alphaa,NAmerica,c_MeatLstk,inv,1,3.223675587E-04
alphaa,NAmerica,c_MeatLstk,inv,2,3.223675587E-04
alphaa,NAmerica,c_MeatLstk,inv,3,3.223675587E-04
alphaa,NAmerica,c_OthService,gov,1,9.979593926E-01
alphaa,NAmerica,c_OthService,gov,2,9.979593926E-01
alphaa,NAmerica,c_OthService,gov,3,9.979593926E-01
alphaa,NAmerica,c_OthService,hhd,1,3.190799611E-01
alphaa,NAmerica,c_OthService,hhd,2,3.190799611E-01
alphaa,NAmerica,c_OthService,hhd,3,3.190799611E-01
alphaa,NAmerica,c_OthService,inv,1,5.823141665E-02
